system:index,B11,B12,B2,B3,B4,B5,B6,B7,B8,NDVI,class,.geo
1_1_2_97_0,0.1896,0.1678,0.1124,0.12,0.1228,0.1259,0.1463,0.1632,0.1806,0.19050759,0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[112.42195693511202,33.48896921315473]}"
1_1_2_98_0,0.2163,0.1942,0.1006,0.1138,0.129,0.1397,0.1616,0.1706,0.166,0.12542373,0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[112.43076042489639,33.491125169836614]}"
1_1_2_99_0,0.20335,0.16545,0.09035,0.1117,0.1345,0.1432,0.18485,0.19725,0.23515,0.2722846,0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[112.43174857170892,33.47774027210324]}"
1_2_0_0,0.2174,0.1136,0.046,0.0673,0.0484,0.1077,0.2818,0.3361,0.3484,0.7560484,3,"{""geodesic"":false,""type"":""Point"",""coordinates"":[112.05715109823109,33.30777902034782]}"
1_2_1_0,0.1854,0.0969,0.0409,0.0547,0.0455,0.0855,0.2095,0.2518,0.2492,0.6912114,3,"{""geodesic"":false,""type"":""Point"",""coordinates"":[112.04942558678765,33.30867733563194]}"
1_2_2_0,0.1785,0.0913,0.03525,0.05305,0.0467,0.0878,0.20365,0.2388,0.2505,0.6857335,3,"{""geodesic"":false,""type"":""Point"",""coordinates"":[112.018972698656,33.310653629257004]}"
1_2_3_0,0.207,0.11215,0.0386,0.0581,0.04805,0.1014,0.2153,0.26245,0.2661,0.69409513,3,"{""geodesic"":false,""type"":""Point"",""coordinates"":[112.01654724738889,33.31074346078542]}"
1_2_4_0,0.19045,0.09935,0.0336,0.0499,0.04185,0.0903,0.1977,0.2434,0.2342,0.69679403,3,"{""geodesic"":false,""type"":""Point"",""coordinates"":[112.0136726384797,33.31074346078542]}"
1_2_5_0,0.16595,0.0817,0.0317,0.04455,0.03805,0.0811,0.20025,0.24865,0.2626,0.7468818,3,"{""geodesic"":false,""type"":""Point"",""coordinates"":[111.66656361269591,33.32224189642215]}"
1_2_6_0,0.1739,0.082,0.03535,0.0504,0.04055,0.0846,0.20295,0.2377,0.2432,0.714185,3,"{""geodesic"":false,""type"":""Point"",""coordinates"":[111.70483184379941,33.31954695056979]}"
1_2_7_0,0.1966,0.0998,0.0416,0.0579,0.0514,0.0971,0.2423,0.2856,0.2928,0.70133644,3,"{""geodesic"":false,""type"":""Point"",""coordinates"":[113.08500344632064,32.42042318269456]}"
1_2_8_0,0.116,0.05965,0.0324,0.04475,0.0319,0.0692,0.1581,0.17545,0.17925,0.69784516,3,"{""geodesic"":false,""type"":""Point"",""coordinates"":[113.1794163826816,32.442162412570255]}"
1_2_9_0,0.2368,0.1695,0.0695,0.0844,0.0951,0.1254,0.217,0.2404,0.2591,0.46301523,3,"{""geodesic"":false,""type"":""Point"",""coordinates"":[113.23331529972877,32.424465601473095]}"
1_2_10_0,0.198,0.09445,0.0499,0.07,0.0499,0.0967,0.25105,0.2859,0.2685,0.68655777,3,"{""geodesic"":false,""type"":""Point"",""coordinates"":[113.24741884968945,32.415482448631906]}"
1_2_11_0,0.20115,0.09445,0.0406,0.06025,0.04525,0.084,0.26945,0.31905,0.3805,0.7874339,3,"{""geodesic"":false,""type"":""Point"",""coordinates"":[113.0493403295411,32.42967583012099]}"
1_2_12_0,0.2079,0.11215,0.0393,0.05925,0.04925,0.0944,0.2237,0.2708,0.29275,0.71198833,3,"{""geodesic"":false,""type"":""Point"",""coordinates"":[113.04143515504084,32.426172400512925]}"
1_2_13_0,0.1621,0.0971,0.038,0.0628,0.0421,0.0904,0.2031,0.2325,0.2423,0.7039381,3,"{""geodesic"":false,""type"":""Point"",""coordinates"":[113.12893106371408,32.42967583012099]}"
1_2_14_0,0.20775,0.10385,0.06105,0.0726,0.05175,0.1126,0.27825,0.34725,0.3499,0.74231297,3,"{""geodesic"":false,""type"":""Point"",""coordinates"":[111.58499658489787,33.176714820394785]}"
1_2_15_0,0.22355,0.10175,0.0604,0.0764,0.0557,0.1178,0.2904,0.3468,0.36485,0.7351088,3,"{""geodesic"":false,""type"":""Point"",""coordinates"":[111.56029291458458,33.18102673375856]}"
1_2_16_0,0.2006,0.093,0.0507,0.0645,0.0494,0.099,0.2531,0.2914,0.3422,0.74770176,3,"{""geodesic"":false,""type"":""Point"",""coordinates"":[111.61338334787604,33.17967926083238]}"
1_2_17_0,0.1741,0.0885,0.0514,0.0597,0.0416,0.0918,0.2303,0.2884,0.2565,0.72089905,3,"{""geodesic"":false,""type"":""Point"",""coordinates"":[111.53747570636794,33.22477468809518]}"
1_2_18_0,0.16955,0.07945,0.0515,0.0631,0.04515,0.0895,0.2308,0.27915,0.2857,0.72706664,3,"{""geodesic"":false,""type"":""Point"",""coordinates"":[111.53837402165206,33.21660001900969]}"
1_2_19_0,0.19415,0.0866,0.05605,0.06705,0.047,0.10295,0.25765,0.3027,0.29325,0.72373253,3,"{""geodesic"":false,""type"":""Point"",""coordinates"":[111.34604471932207,33.141680524314125]}"
1_2_20_0,0.1971,0.0897,0.0561,0.067,0.0468,0.1001,0.2461,0.2914,0.3008,0.730725,3,"{""geodesic"":false,""type"":""Point"",""coordinates"":[111.35377023076549,33.138356757762885]}"
1_2_21_0,0.17945,0.0859,0.0463,0.0606,0.039,0.0913,0.23625,0.28265,0.29745,0.7681676,3,"{""geodesic"":false,""type"":""Point"",""coordinates"":[111.32646144612826,33.13907540999018]}"
1_2_22_0,0.2226,0.0991,0.0583,0.0797,0.0519,0.1181,0.2929,0.3497,0.3586,0.7471376,3,"{""geodesic"":false,""type"":""Point"",""coordinates"":[111.33104285407727,33.14338732335395]}"
1_2_23_0,0.19975,0.1068,0.03835,0.06085,0.0454,0.0927,0.23165,0.2755,0.2922,0.7310426,3,"{""geodesic"":false,""type"":""Point"",""coordinates"":[113.19846066670493,33.13727877942194]}"
1_2_24_0,0.23005,0.12245,0.0474,0.07095,0.0484,0.11105,0.26925,0.2977,0.33415,0.7469612,3,"{""geodesic"":false,""type"":""Point"",""coordinates"":[113.20915061858595,33.15560441121798]}"
1_2_25_0,0.22385,0.1156,0.0523,0.0726,0.0498,0.11145,0.28255,0.31815,0.31895,0.7298983,3,"{""geodesic"":false,""type"":""Point"",""coordinates"":[113.18669273648297,33.158119694013514]}"
1_2_26_0,0.20755,0.10725,0.0591,0.07865,0.05715,0.11555,0.3051,0.3482,0.3328,0.7068855,3,"{""geodesic"":false,""type"":""Point"",""coordinates"":[113.16270771839697,33.155694242746385]}"
1_2_27_0,0.1905,0.0846,0.0441,0.0588,0.04575,0.0892,0.21095,0.2659,0.2786,0.71789736,3,"{""geodesic"":false,""type"":""Point"",""coordinates"":[113.14887366302153,33.15560441121798]}"
1_2_28_0,0.1705,0.091,0.0438,0.0625,0.0432,0.0874,0.2189,0.2481,0.2579,0.71305215,3,"{""geodesic"":false,""type"":""Point"",""coordinates"":[113.14671770633966,33.17249273855943]}"
1_2_29_0,0.2124,0.1241,0.0628,0.0796,0.0634,0.1191,0.2364,0.2707,0.2872,0.6383343,3,"{""geodesic"":false,""type"":""Point"",""coordinates"":[113.13378196624834,33.17348088537196]}"
1_2_30_0,0.18015,0.09115,0.0452,0.05995,0.0448,0.0905,0.2352,0.28115,0.2813,0.72523767,3,"{""geodesic"":false,""type"":""Point"",""coordinates"":[113.12479881340714,33.186236962406454]}"
1_2_31_0,0.23025,0.11025,0.04465,0.0633,0.03985,0.09915,0.3126,0.3689,0.4035,0.82023233,3,"{""geodesic"":false,""type"":""Point"",""coordinates"":[113.7836232427804,32.61634574616103]}"
1_2_32_0,0.1622,0.0683,0.0283,0.0374,0.025,0.0693,0.1871,0.213,0.2236,0.79887366,3,"{""geodesic"":false,""type"":""Point"",""coordinates"":[113.75370934381921,32.612842316552964]}"
1_2_33_0,0.206,0.0879,0.0318,0.0526,0.0352,0.0896,0.2435,0.3088,0.3134,0.79804933,3,"{""geodesic"":false,""type"":""Point"",""coordinates"":[113.74050410914265,32.632156095161534]}"
1_2_34_0,0.1962,0.099,0.035,0.0534,0.0329,0.08695,0.25085,0.29075,0.3137,0.8101558,3,"{""geodesic"":false,""type"":""Point"",""coordinates"":[113.75856024635345,32.64814610721886]}"
1_2_35_0,0.2111,0.095,0.0373,0.0588,0.0382,0.0929,0.2242,0.2724,0.2907,0.76771057,3,"{""geodesic"":false,""type"":""Point"",""coordinates"":[113.71858521621014,32.654793640321344]}"
1_2_36_0,0.1755,0.0898,0.0337,0.05555,0.03555,0.0891,0.20695,0.2367,0.25375,0.7542344,3,"{""geodesic"":false,""type"":""Point"",""coordinates"":[113.70151722581187,32.67168196766279]}"
1_2_37_0,0.2118,0.0989,0.03,0.0556,0.0358,0.0936,0.2239,0.2614,0.3022,0.7881657,3,"{""geodesic"":false,""type"":""Point"",""coordinates"":[113.67223214754956,32.660992015781765]}"
1_2_38_0,0.1838,0.0999,0.0353,0.0565,0.0452,0.0958,0.1975,0.229,0.2658,0.7093248,3,"{""geodesic"":false,""type"":""Point"",""coordinates"":[113.64698948806581,32.647876612633624]}"
1_2_39_0,0.1885,0.07825,0.02645,0.0429,0.03195,0.07825,0.2132,0.2819,0.2877,0.8000938,3,"{""geodesic"":false,""type"":""Point"",""coordinates"":[113.64752847723628,32.66539376067395]}"
1_2_40_0,0.1657,0.0945,0.031,0.0445,0.0346,0.0689,0.1647,0.1872,0.2044,0.71046025,3,"{""geodesic"":false,""type"":""Point"",""coordinates"":[113.65157089601482,32.66045302661129]}"
1_2_41_0,0.14075,0.08085,0.0335,0.0451,0.0315,0.0657,0.1706,0.1989,0.19465,0.7214238,3,"{""geodesic"":false,""type"":""Point"",""coordinates"":[113.61141620281468,32.65057155848598]}"
1_2_42_0,0.19555,0.09835,0.0336,0.0547,0.038,0.08795,0.2266,0.26295,0.28195,0.7624629,3,"{""geodesic"":false,""type"":""Point"",""coordinates"":[113.63647919924162,32.68138377273128]}"
1_2_43_0,0.24235,0.13095,0.0568,0.075,0.059,0.1163,0.3327,0.3908,0.40705,0.7468083,3,"{""geodesic"":false,""type"":""Point"",""coordinates"":[113.67789153383953,32.686055012208705]}"
1_2_44_0,0.1761,0.0896,0.03885,0.0568,0.03835,0.08455,0.22455,0.26105,0.28065,0.7595611,3,"{""geodesic"":false,""type"":""Point"",""coordinates"":[113.67151349532227,32.6830007402427]}"
1_2_45_0,0.2053,0.1288,0.0492,0.0816,0.0647,0.1213,0.2343,0.25435,0.301,0.64615804,3,"{""geodesic"":false,""type"":""Point"",""coordinates"":[111.60772396158609,33.359521980713104]}"
1_2_46_0,0.178,0.0944,0.0286,0.0431,0.03635,0.07895,0.17055,0.19735,0.2041,0.69765025,3,"{""geodesic"":false,""type"":""Point"",""coordinates"":[111.67437895566775,33.44719755244317]}"
1_2_47_0,0.1441,0.07405,0.0343,0.0456,0.03915,0.06695,0.1643,0.1885,0.2083,0.6835724,3,"{""geodesic"":false,""type"":""Point"",""coordinates"":[111.45393238494482,33.40021566308372]}"
1_2_48_0,0.17815,0.09605,0.04055,0.0524,0.0408,0.08725,0.2192,0.2406,0.23585,0.7050425,3,"{""geodesic"":false,""type"":""Point"",""coordinates"":[111.4003927940113,33.3985088640439]}"
1_2_49_0,0.1788,0.0997,0.0292,0.0365,0.0437,0.0641,0.0961,0.1044,0.1136,0.44437382,3,"{""geodesic"":false,""type"":""Point"",""coordinates"":[111.37910272177767,33.49301163193327]}"
1_2_50_0,0.1557,0.08885,0.0271,0.036,0.03005,0.05845,0.12095,0.1391,0.14915,0.6646205,3,"{""geodesic"":false,""type"":""Point"",""coordinates"":[111.34541589862319,33.52571030827522]}"
1_2_51_0,0.17175,0.08435,0.0311,0.04305,0.0366,0.06915,0.1219,0.1401,0.1579,0.6236504,3,"{""geodesic"":false,""type"":""Point"",""coordinates"":[111.51852125387302,33.614913015988286]}"
1_2_52_0,0.1264,0.0646,0.03025,0.04015,0.0295,0.0491,0.1045,0.1186,0.1565,0.6827957,3,"{""geodesic"":false,""type"":""Point"",""coordinates"":[111.8212535046213,33.56406837090712]}"
1_2_53_0,0.11845,0.06515,0.03215,0.0405,0.0298,0.05695,0.095,0.10655,0.12135,0.6056897,3,"{""geodesic"":false,""type"":""Point"",""coordinates"":[111.68120615182707,33.57493798584497]}"
1_2_54_0,0.1741,0.0901,0.0274,0.0436,0.0366,0.0787,0.1838,0.2124,0.2226,0.7175926,3,"{""geodesic"":false,""type"":""Point"",""coordinates"":[111.7882853336941,33.46040278711973]}"
1_2_55_0,0.175,0.08705,0.02965,0.04215,0.03505,0.0738,0.1464,0.1692,0.187,0.6843053,3,"{""geodesic"":false,""type"":""Point"",""coordinates"":[111.56451499641993,33.53595110251418]}"
1_2_56_0,0.192,0.09703334,0.038466666,0.0562,0.0365,0.0846,0.1901,0.242,0.229675,0.72574437,3,"{""geodesic"":false,""type"":""Point"",""coordinates"":[112.07808184435106,33.51771530224656]}"
1_2_57_0,0.2138,0.10013333,0.035866667,0.056066666,0.0417,0.09943333,0.2264,0.2715,0.2726,0.7346484,3,"{""geodesic"":false,""type"":""Point"",""coordinates"":[112.12344676619911,33.593173786112594]}"
1_2_58_0,0.2266,0.1121,0.0488,0.073,0.0487,0.1124,0.271,0.3411,0.341,0.75006413,3,"{""geodesic"":false,""type"":""Point"",""coordinates"":[112.2105833487587,33.48618443577396]}"
1_2_59_0,0.2056,0.1319,0.065,0.0828,0.0692,0.1155,0.2499,0.2696,0.3177,0.6422848,3,"{""geodesic"":false,""type"":""Point"",""coordinates"":[111.91261216901626,33.43749574737468]}"
1_2_60_0,0.1746,0.0931,0.0575,0.07155,0.05185,0.09365,0.1957,0.21965,0.258,0.66532195,3,"{""geodesic"":false,""type"":""Point"",""coordinates"":[111.47800723455923,33.57951939379398]}"
1_2_61_0,0.1826,0.1055,0.0375,0.04785,0.03855,0.09115,0.1625,0.194,0.1499,0.59087294,3,"{""geodesic"":false,""type"":""Point"",""coordinates"":[111.35646517661786,33.62695044079549]}"
1_2_62_0,0.1342,0.0877,0.0482,0.0491,0.043,0.0737,0.1215,0.1309,0.1418,0.534632,3,"{""geodesic"":false,""type"":""Point"",""coordinates"":[111.29466108507043,33.75379255891317]}"
1_2_63_0,0.1734,0.09,0.0401,0.0494,0.0378,0.0817,0.1413,0.1586,0.1884,0.6657825,3,"{""geodesic"":false,""type"":""Point"",""coordinates"":[111.53774520095318,33.680669694785834]}"
1_2_64_0,0.1729,0.0975,0.0354,0.0551,0.0529,0.0972,0.1185,0.1287,0.1692,0.523638,3,"{""geodesic"":false,""type"":""Point"",""coordinates"":[111.58023551389203,33.70923612082084]}"
1_2_65_0,0.1905,0.1025,0.04745,0.0637,0.0501,0.09415,0.15895,0.1801,0.1853,0.57434154,3,"{""geodesic"":false,""type"":""Point"",""coordinates"":[111.33310897923074,33.68920368998497]}"
1_2_66_0,0.1355,0.0812,0.0241,0.0323,0.0283,0.0518,0.0751,0.0917,0.0961,0.5450161,3,"{""geodesic"":false,""type"":""Point"",""coordinates"":[111.18335982136803,33.602965422709495]}"
1_2_67_0,0.07615,0.05215,0.0432,0.0508,0.0309,0.0513,0.07165,0.077,0.0901,0.4892562,3,"{""geodesic"":false,""type"":""Point"",""coordinates"":[111.13260500781527,33.546281728281556]}"
1_2_68_0,0.11,0.0681,0.0313,0.0439,0.0287,0.0679,0.1647,0.1929,0.1797,0.7245681,3,"{""geodesic"":false,""type"":""Point"",""coordinates"":[111.1531764278216,33.39734105417454]}"
1_2_69_0,0.13965,0.0638,0.0452,0.05485,0.03775,0.0855,0.1744,0.2078,0.18305,0.6580616,3,"{""geodesic"":false,""type"":""Point"",""coordinates"":[111.35853130177134,33.32799111424051]}"
1_2_70_0,0.2202,0.1066,0.0515,0.0708,0.0484,0.1163,0.2882,0.3365,0.3548,0.75992066,3,"{""geodesic"":false,""type"":""Point"",""coordinates"":[111.33445645215693,33.22288822599853]}"
1_2_71_0,0.1145,0.0517,0.0324,0.0491,0.0308,0.062,0.1259,0.1337,0.1605,0.6779927,3,"{""geodesic"":false,""type"":""Point"",""coordinates"":[111.2163279922952,33.29646024776792]}"
1_2_72_0,0.2078,0.1007,0.0488,0.0615,0.0443,0.1041,0.2563,0.3159,0.3059,0.7470017,3,"{""geodesic"":false,""type"":""Point"",""coordinates"":[111.10233178274045,33.29125001912002]}"
1_2_73_0,0.19465,0.1019,0.03525,0.0517,0.0415,0.09015,0.1869,0.2123,0.221,0.6838095,3,"{""geodesic"":false,""type"":""Point"",""coordinates"":[111.06047029050048,33.38593245006622]}"
1_2_74_0,0.15265,0.09175,0.05325,0.0632,0.05145,0.0884,0.1905,0.20005,0.1925,0.57819223,3,"{""geodesic"":false,""type"":""Point"",""coordinates"":[111.31801728245755,33.08787143879537]}"
1_2_75_0,0.20835,0.09665,0.0489,0.06815,0.0472,0.10425,0.26185,0.3154,0.3389,0.7555038,3,"{""geodesic"":false,""type"":""Point"",""coordinates"":[111.53289429841892,33.033164037992485]}"
1_2_76_0,0.1788,0.08925,0.0414,0.05675,0.04155,0.0929,0.1896,0.2219,0.2284,0.69216526,3,"{""geodesic"":false,""type"":""Point"",""coordinates"":[111.57825922026697,33.030828418253776]}"
1_2_77_0,0.1836,0.0874,0.05355,0.06585,0.0533,0.0978,0.2421,0.2842,0.2867,0.68647057,3,"{""geodesic"":false,""type"":""Point"",""coordinates"":[111.66611445505386,33.066581366561735]}"
1_2_78_0,0.1785,0.0797,0.046,0.0636,0.0573,0.0969,0.2349,0.2963,0.2916,0.6715391,3,"{""geodesic"":false,""type"":""Point"",""coordinates"":[111.62146818543312,33.01187396575885]}"
1_2_79_0,0.1752,0.0882,0.048,0.0625,0.0439,0.0937,0.1815,0.1992,0.2688,0.7192197,3,"{""geodesic"":false,""type"":""Point"",""coordinates"":[111.37083822116377,32.86661638431673]}"
1_2_80_0,0.13365,0.06995,0.0517,0.05785,0.04335,0.0751,0.16245,0.18765,0.207,0.65368485,3,"{""geodesic"":false,""type"":""Point"",""coordinates"":[111.32691060377033,32.864370596106426]}"
1_2_81_0,0.2119,0.1109,0.0715,0.0697,0.0563,0.1039,0.2575,0.2795,0.2578,0.64151543,3,"{""geodesic"":false,""type"":""Point"",""coordinates"":[111.42024556179034,32.82915663696894]}"
1_2_82_0,0.15265,0.0865,0.0363,0.05215,0.0386,0.08005,0.1635,0.18385,0.1861,0.6564308,3,"{""geodesic"":false,""type"":""Point"",""coordinates"":[111.46767660879185,32.82969562613941]}"
1_2_83_0,0.1652,0.0817,0.0433,0.0519,0.0381,0.0855,0.2174,0.2615,0.253,0.7382343,3,"{""geodesic"":false,""type"":""Point"",""coordinates"":[111.46695795656456,32.81469376089462]}"
1_2_84_0,0.18225,0.09455,0.042,0.0601,0.04045,0.0933,0.21485,0.24665,0.2694,0.7389059,3,"{""geodesic"":false,""type"":""Point"",""coordinates"":[111.66404832990038,32.633323905030885]}"
1_2_85_0,0.17955,0.1012,0.04665,0.06375,0.0424,0.09215,0.2064,0.23255,0.2333,0.6924193,3,"{""geodesic"":false,""type"":""Point"",""coordinates"":[111.58984748743211,32.64203756328685]}"
1_2_86_0,0.21825,0.10005,0.0575,0.07665,0.05135,0.116,0.3144,0.35955,0.3792,0.7614679,3,"{""geodesic"":false,""type"":""Point"",""coordinates"":[112.82637847602263,33.51771530224656]}"
1_2_87_0,0.221,0.1347,0.0476,0.0691,0.0592,0.1085,0.2031,0.2354,0.2498,0.6168285,3,"{""geodesic"":false,""type"":""Point"",""coordinates"":[112.66225627361399,33.585807600782815]}"
1_2_88_0,0.21835,0.1157,0.0388,0.05905,0.0565,0.0947,0.2226,0.26685,0.2756,0.65974104,3,"{""geodesic"":false,""type"":""Point"",""coordinates"":[112.5976674046858,33.56577516994695]}"
1_2_89_0,0.1772,0.11115,0.0389,0.0553,0.053,0.0839,0.1851,0.21375,0.2234,0.6164978,3,"{""geodesic"":false,""type"":""Point"",""coordinates"":[112.60251830722004,33.54349695090079]}"
1_2_90_0,0.28745,0.13295,0.06405,0.1027,0.06505,0.14835,0.3389,0.4034,0.4444,0.7446266,3,"{""geodesic"":false,""type"":""Point"",""coordinates"":[112.73573846385497,33.47073341288711]}"
1_2_91_0,0.2273,0.1249,0.0476,0.0689,0.0511,0.1076,0.2616,0.3016,0.3194,0.72415656,3,"{""geodesic"":false,""type"":""Point"",""coordinates"":[112.98906337397668,33.41063612037951]}"
1_2_92_0,0.2309,0.1061,0.0489,0.0758,0.05595,0.12065,0.25435,0.2973,0.3115,0.6954688,3,"{""geodesic"":false,""type"":""Point"",""coordinates"":[112.88818256757006,33.58814322052152]}"
1_2_93_0,0.1994,0.1049,0.0412,0.0618,0.0444,0.101,0.2318,0.2714,0.3006,0.74260867,3,"{""geodesic"":false,""type"":""Point"",""coordinates"":[112.49948154413154,33.51888311211591]}"
1_2_94_0,0.2489,0.1178,0.0507,0.0708,0.0541,0.1223,0.2885,0.3443,0.3514,0.7331689,3,"{""geodesic"":false,""type"":""Point"",""coordinates"":[112.46040482927233,33.562900561037765]}"
1_2_95_0,0.2209,0.1267,0.0385,0.0603,0.0487,0.0993,0.228,0.2824,0.2844,0.7075953,3,"{""geodesic"":false,""type"":""Point"",""coordinates"":[112.40956018419116,33.59613822655019]}"
1_2_96_0,0.1825,0.101,0.0331,0.0521,0.0374,0.0791,0.1614,0.1997,0.1888,0.6693192,3,"{""geodesic"":false,""type"":""Point"",""coordinates"":[112.43498250673176,33.628747071363726]}"
